วันที่,ประเภท,สินค้า,หน่วย,ราคา ต่ำสุด,ราคา สูงสุด,ราคาเฉลี่ย
7/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
8/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
9/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
12/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
13/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
14/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
15/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
16/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
19/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
20/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
21/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
22/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
23/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
27/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
29/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
30/7/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
2/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
3/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
4/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
5/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
6/8/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
