วันที่,ประเภท,สินค้า,หน่วย,ราคา ต่ำสุด,ราคา สูงสุด,ราคาเฉลี่ย
20/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
21/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
22/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
23/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
27/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
28/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
29/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
30/9/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
1/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
4/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
5/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
6/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
7/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
8/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
11/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
12/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
14/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
15/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
18/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
19/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
20/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
25/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
26/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
27/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
28/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
29/10/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
1/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
2/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
3/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
4/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
5/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
8/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
9/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
10/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
11/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
12/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,70,65
15/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
16/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
17/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
18/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
19/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
22/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
23/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
24/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
25/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
26/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
29/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
30/11/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
1/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
2/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
3/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
7/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
8/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
9/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
13/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
14/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
15/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
16/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
17/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
20/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
21/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
22/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
23/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
24/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
27/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
28/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
29/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
30/12/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
4/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,70,67.5
5/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,75,70
6/1/2565,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,65,75,70
